Scouter Name,Event,Match Level,Match #,Robot,Team #,Cycle Number,Cycle Time,Cycle Type
np,2025ohcl,qm,3,r1,4050,1,11.4,tc4
np,2025ohcl,qm,3,r1,4050,2,18.2,tc4
np,2025ohcl,qm,3,r1,4050,3,17,tc4
np,2025ohcl,qm,3,r1,4050,4,15.3,tc3
ML,2025ohcl,qm,3,b1,8140,0,RV,2025ohcl
Luke,2025ohcl,qm,1,r2,10208,0,36.1,tan
Luke,2025ohcl,qm,1,r2,10208,1,31.6,tan
Luke,2025ohcl,qm,1,r2,10208,2,35.4,tap
Luke,2025ohcl,qm,1,r2,10208,3,14,tap
ACS,2025ohcl,qm,4,b2,8222,0,48,tc4
ACS,2025ohcl,qm,4,b2,8222,1,39.1,tc4
ML,2025ohcl,qm,4,b1,9643,0,,{}
Ay,2025ohcl,qm,4,r2,7717,0,6.1,tc2
Ay,2025ohcl,qm,4,r2,7717,1,17.8,tc2
Ay,2025ohcl,qm,4,r2,7717,2,47.6,tc2
Ay,2025ohcl,qm,4,r2,7717,3,17.3,tc2
Ay,2025ohcl,qm,4,r2,7717,4,14.6,tc3
JS,2025ohcl,qm,4,b3,9545,0,15.4,tc4
JS,2025ohcl,qm,4,b3,9545,1,30.1,tc4
RV,2025ohcl,qm,4,r3,4601,0,59.1,tc3
RV,2025ohcl,qm,4,r3,4601,1,14.6,tc3
RV,2025ohcl,qm,4,r3,4601,2,27.1,tc3
RV,2025ohcl,qm,4,r3,4601,3,14.5,tc3
np,2025ohcl,qm,4,r1,4611,0,6.6,tc4
np,2025ohcl,qm,4,r1,4611,1,12.6,tan
np,2025ohcl,qm,4,r1,4611,2,7.8,tc4
np,2025ohcl,qm,4,r1,4611,3,15.8,tc1
np,2025ohcl,qm,4,r1,4611,4,15.9,tc1
np,2025ohcl,qm,4,r1,4611,5,52.3,tc1
np,2025ohcl,qm,4,r1,4611,6,12.5,tc1
ACS,2025ohcl,qm,5,b2,1787,0,9.6,tc4
ACS,2025ohcl,qm,5,b2,1787,1,7,tc4
ACS,2025ohcl,qm,5,b2,1787,2,6.4,tc4
ACS,2025ohcl,qm,5,b2,1787,3,19.3,tc3
ACS,2025ohcl,qm,5,b2,1787,4,5.3,tc3
ACS,2025ohcl,qm,5,b2,1787,5,8,tc2
ACS,2025ohcl,qm,5,b2,1787,6,6.7,tc2
ACS,2025ohcl,qm,5,b2,1787,7,18.2,tc3
ACS,2025ohcl,qm,5,b2,1787,8,7.3,tc3
ACS,2025ohcl,qm,5,b2,1787,9,8.2,tc3
ACS,2025ohcl,qm,5,b2,1787,10,9.5,tc2
ACS,2025ohcl,qm,5,b2,1787,11,9,tc2
Ay,2025ohcl,qm,5,r2,3954,0,78,tap
Ay,2025ohcl,qm,5,r2,3954,1,10.4,tap
ML,2025ohcl,qm,5,b1,4991,0,17.7,tap
ML,2025ohcl,qm,5,b1,4991,1,18.4,tc2
ML,2025ohcl,qm,5,b1,4991,2,30.4,tc2
ML,2025ohcl,qm,5,b1,4991,3,7.9,tc2
ML,2025ohcl,qm,5,b1,4991,4,11.8,tc3
JS,2025ohcl,qm,5,b3,4145,0,17.3,tan
JS,2025ohcl,qm,5,b3,4145,1,11.3,tap
JS,2025ohcl,qm,5,b3,4145,2,16.5,tc3
JS,2025ohcl,qm,5,b3,4145,3,10.3,tc3
JS,2025ohcl,qm,5,b3,4145,4,13.3,tap
JS,2025ohcl,qm,5,b3,4145,5,9,tc3
JS,2025ohcl,qm,5,b3,4145,6,11.1,tc2
JS,2025ohcl,qm,5,b3,4145,7,10.3,tc4
JS,2025ohcl,qm,5,b3,4145,8,11.6,tc1
JS,2025ohcl,qm,5,b3,4145,9,8.7,tc4
RV,2025ohcl,qm,5,r3,6964,0,42.3,tc4
RV,2025ohcl,qm,5,r3,6964,1,42.4,tc4
np,2025ohcl,qm,5,r1,8713,0,25.3,tc1
np,2025ohcl,qm,5,r1,8713,1,12.9,tc1
np,2025ohcl,qm,5,r1,8713,2,27.3,tc1
np,2025ohcl,qm,5,r1,8713,3,34,tc1
Adis,2025ohcl,qm,6,b2,2228,0,11.7,tap
Adis,2025ohcl,qm,6,b2,2228,1,10.4,tap
Adis,2025ohcl,qm,6,b2,2228,2,23,tc3
Adis,2025ohcl,qm,6,b2,2228,3,5.9,tan
Adis,2025ohcl,qm,6,b2,2228,4,15.9,tc3
Adis,2025ohcl,qm,6,b2,2228,5,7.5,tan
Adis,2025ohcl,qm,6,b2,2228,6,14.4,tc2
Adis,2025ohcl,qm,6,b2,2228,7,5.8,tc2
Adis,2025ohcl,qm,6,b2,2228,8,9.8,tc2
Adis,2025ohcl,qm,6,b2,2228,9,7.1,tc2
Adis,2025ohcl,qm,6,b2,2228,10,9.6,tc2
MF,2025ohcl,qm,6,b1,5740,0,0.1,tc4
OZ,2025ohcl,qm,6,b3,7165,0,0.1,tc4
OZ,2025ohcl,qm,6,b3,7165,1,11.4,tc3
OZ,2025ohcl,qm,6,b3,7165,2,16.9,tc3
OZ,2025ohcl,qm,6,b3,7165,3,9.8,tc4
OZ,2025ohcl,qm,6,b3,7165,4,33.9,tc3
OZ,2025ohcl,qm,6,b3,7165,5,9.6,tc3
OZ,2025ohcl,qm,6,b3,7165,6,12.5,tc4
OZ,2025ohcl,qm,6,b3,7165,7,11.2,tc4
np,2025ohcl,qm,6,r1,9767,0,28.2,tc4
np,2025ohcl,qm,6,r1,9767,1,32.8,tc4
RV,2025ohcl,qm,6,r3,3173,0,10.1,tc4
RV,2025ohcl,qm,6,r3,3173,1,5.7,tc4
RV,2025ohcl,qm,6,r3,3173,2,8.7,tap
RV,2025ohcl,qm,6,r3,3173,3,11,tc1
RV,2025ohcl,qm,6,r3,3173,4,4.1,tc4
RV,2025ohcl,qm,6,r3,3173,5,6.6,tc4
RV,2025ohcl,qm,6,r3,3173,6,6.5,tc4
RV,2025ohcl,qm,6,r3,3173,7,7,tc4
RV,2025ohcl,qm,6,r3,3173,8,7.2,tc4
RV,2025ohcl,qm,6,r3,3173,9,12.6,tc3
RV,2025ohcl,qm,6,r3,3173,10,14.3,tc3
Ay,2025ohcl,qm,6,r2,8145,0,1.5,tc4
Ay,2025ohcl,qm,6,r2,8145,1,28.3,tc4
Luke,2025ohcl,qm,2,r2,3015,0,28.8,tan
Luke,2025ohcl,qm,2,r2,3015,1,7.4,tan
Luke,2025ohcl,qm,2,r2,3015,2,12,tan
Luke,2025ohcl,qm,2,r2,3015,3,18.8,tc4
Luke,2025ohcl,qm,2,r2,3015,4,41.9,tc4
Luke,2025ohcl,qm,2,r2,3015,5,6.9,tc4
Luke,2025ohcl,qm,2,r2,3015,6,2.6,tan
MF,2025ohcl,qm,7,b1,3777,0,,{}
RV,2025ohcl,qm,7,r3,2172,0,8.4,tc4
RV,2025ohcl,qm,7,r3,2172,1,18.3,tc4
RV,2025ohcl,qm,7,r3,2172,2,12.2,tc4
RV,2025ohcl,qm,7,r3,2172,3,14.1,tc4
RV,2025ohcl,qm,7,r3,2172,4,17.6,tc4
Ay,2025ohcl,qm,7,r2,1559,0,,{}
OZ,2025ohcl,qm,7,b3,10582,0,,{}
np,2025ohcl,qm,7,r1,6181,0,77.3,tc3
ar,2025ohcl,qm,7,b2,4121,0,9.7,tc4
ar,2025ohcl,qm,7,b2,4121,1,18.5,tc1
ar,2025ohcl,qm,7,b2,4121,2,10.4,tc4
ar,2025ohcl,qm,7,b2,4121,3,32.9,tc1
Luke,2025ohcl,qm,2,r3,3484,0,20.6,tc1
Luke,2025ohcl,qm,2,r3,3484,1,9.9,tc4
Luke,2025ohcl,qm,2,r3,3484,2,33.7,tc4
Luke,2025ohcl,qm,2,r3,3484,3,17.3,tc4
Luke,2025ohcl,qm,2,r3,3484,4,14.6,tc4
Luke,2025ohcl,qm,2,r3,3484,5,30.6,tc3
np,2025ohcl,qm,8,r1,8718,0,,{}
OZ,2025ohcl,qm,8,b3,10207,0,0.1,tc1
OZ,2025ohcl,qm,8,b3,10207,1,7.1,tc1
OZ,2025ohcl,qm,8,b3,10207,2,32.3,tc1
OZ,2025ohcl,qm,8,b3,10207,3,12.4,tc1
OZ,2025ohcl,qm,8,b3,10207,4,40.5,tap
Ay,2025ohcl,qm,8,r2,128,0,,{}
MF,2025ohcl,qm,8,b1,5413,0,0.1,tc4
MF,2025ohcl,qm,8,b1,5413,1,15.4,tc4
MF,2025ohcl,qm,8,b1,5413,2,24.5,tc4
MF,2025ohcl,qm,8,b1,5413,3,16.7,tc4
ar,2025ohcl,qm,8,b2,4085,0,6.8,tc4
ar,2025ohcl,qm,8,b2,4085,1,76.6,tc1
ar,2025ohcl,qm,8,b2,4085,2,36.9,tc4
ar,2025ohcl,qm,8,b2,4085,3,6.8,tc4
RV,2025ohcl,qm,8,r3,3260,0,4.9,tc4
Ay,2025ohcl,qm,9,r2,9622,0,41.5,tap
Ay,2025ohcl,qm,9,r2,9622,1,66.4,tc1
RV,2025ohcl,qm,9,r3,2603,0,11.5,tc4
RV,2025ohcl,qm,9,r3,2603,1,51.5,tc4
RV,2025ohcl,qm,9,r3,2603,2,29.7,tc4
RV,2025ohcl,qm,9,r3,2603,3,11.7,tc4
MF,2025ohcl,qm,9,b1,8393,0,0.1,tc4
MF,2025ohcl,qm,9,b1,8393,1,4.4,tc4
MF,2025ohcl,qm,9,b1,8393,2,6.9,tc4
MF,2025ohcl,qm,9,b1,8393,3,8.6,tc4
MF,2025ohcl,qm,9,b1,8393,4,17.8,tc4
MF,2025ohcl,qm,9,b1,8393,5,5.6,tc3
MF,2025ohcl,qm,9,b1,8393,6,13.5,tc3
MF,2025ohcl,qm,9,b1,8393,7,13.7,tan
np,2025ohcl,qm,9,r1,10303,0,79.3,tap
np,2025ohcl,qm,9,r1,10303,1,20.7,tap
ar,2025ohcl,qm,9,b2,9653,0,4.9,tc1
ar,2025ohcl,qm,9,b2,9653,1,37,tap
ar,2025ohcl,qm,9,b2,9653,2,65.3,tc1
OZ,2025ohcl,qm,9,b3,120,0,0.1,tc3
OZ,2025ohcl,qm,9,b3,120,1,20.6,tc3
OZ,2025ohcl,qm,9,b3,120,2,14.4,tc3
OZ,2025ohcl,qm,10,b3,3193,0,0.1,tap
OZ,2025ohcl,qm,10,b3,3193,1,35.9,tc4
OZ,2025ohcl,qm,10,b3,3193,2,17.1,tc4
OZ,2025ohcl,qm,10,b3,3193,3,10.6,tap
OZ,2025ohcl,qm,10,b3,3193,4,17.6,tc3
OZ,2025ohcl,qm,10,b3,3193,5,15.2,tc1
