Scouter Name,Event,Match Level,Match #,Robot,Team #,Cycle Time,Cycle Type
jp,2025nyro,qm,9,r1,1308,23.4,tap
jp,2025nyro,qm,9,r1,1308,53.9,tap
jp,2025nyro,qm,9,r1,1308,31.6,tap
jp,2025nyro,qm,9,r1,1308,16.9,tap
RV,2025nyro,qm,9,b2,4611,16.1,tc4
RV,2025nyro,qm,9,b2,4611,9.2,tc4
RV,2025nyro,qm,9,b2,4611,27.6,tc3
RV,2025nyro,qm,9,b2,4611,11.8,tc2
RV,2025nyro,qm,9,b2,4611,7.8,tc2
RV,2025nyro,qm,9,b2,4611,13.5,tc4
RV,2025nyro,qm,9,b2,4611,9.6,tap
RV,2025nyro,qm,9,b2,4611,16.6,tc2
JS,2025nyro,qm,10,b2,1518,0.1,tc4
JS,2025nyro,qm,10,b2,1518,55.5,tan
DD,2025nyro,qm,10,r2,3171,8.3,tc4
DD,2025nyro,qm,10,r2,3171,20.8,tc4
DD,2025nyro,qm,10,r2,3171,15.1,tc4
DD,2025nyro,qm,10,r2,3171,28.5,tc1
DD,2025nyro,qm,10,r2,3171,13.6,tc3
DD,2025nyro,qm,10,r2,3171,17,tc3
eg,2025nyro,qm,10,b3,3181,,{}
df,2025nyro,qm,10,r1,3003,14.2,tc4
df,2025nyro,qm,10,r1,3003,50.3,tc4
df,2025nyro,qm,10,r1,3003,16.1,tc4
np,2025nyro,qm,10,r3,271,,{}
AC,2025nyro,qm,10,b1,6621,28.1,tc4
AC,2025nyro,qm,10,b1,6621,9.5,tc4
AC,2025nyro,qm,10,b1,6621,38.7,tc3
AC,2025nyro,qm,10,b1,6621,9.4,tc3
AC,2025nyro,qm,10,b1,6621,15.9,tc3
AC,2025nyro,qm,10,b1,6621,10.3,tc4
bo,2025nyro,qm,11,r2,7903,,{}
df,2025nyro,qm,11,r1,4930,52.6,tc2
df,2025nyro,qm,11,r1,4930,17,tc3
df,2025nyro,qm,11,r1,4930,15.6,tc3
df,2025nyro,qm,11,r1,4930,11.4,tc1
df,2025nyro,qm,11,r1,4930,14.5,tc2
cc,2025nyro,qm,11,b3,3173,0.9,tc4
cc,2025nyro,qm,11,b3,3173,10.9,tc1
cc,2025nyro,qm,11,b3,3173,15.3,tc3
cc,2025nyro,qm,11,b3,3173,19.4,tc3
cc,2025nyro,qm,11,b3,3173,16.1,tc1
cc,2025nyro,qm,11,b3,3173,7.8,tc3
cc,2025nyro,qm,11,b3,3173,20.9,tc1
cc,2025nyro,qm,11,b3,3173,10.3,tc2
JS,2025nyro,qm,11,b2,1591,0.1,tc4
JS,2025nyro,qm,11,b2,1591,10.6,tc4
JS,2025nyro,qm,11,b2,1591,13,tc4
JS,2025nyro,qm,11,b2,1591,11.5,tap
JS,2025nyro,qm,11,b2,1591,32.8,tc3
JS,2025nyro,qm,11,b2,1591,12.2,tc3
JS,2025nyro,qm,11,b2,1591,20,tc2
AC,2025nyro,qm,11,b1,3004,2.5,tc1
ZS,2025nyro,qm,11,r3,8243,32,tc3
ZS,2025nyro,qm,11,r3,8243,35.6,tc2
ZS,2025nyro,qm,11,r3,8243,23.8,tc2
ZS,2025nyro,qm,11,r3,8243,15,tc2
ZS,2025nyro,qm,11,r3,8243,13.2,tc1
ZS,2025nyro,qm,11,r3,8243,8.3,tc1
JS,2025nyro,qm,12,b2,1559,0.1,tc3
JS,2025nyro,qm,12,b2,1559,18.7,tc3
bo,2025nyro,qm,12,r2,533,21.2,tc4
AC,2025nyro,qm,12,b1,2614,20.1,tap
AC,2025nyro,qm,12,b1,2614,10.8,tap
AC,2025nyro,qm,12,b1,2614,13,tc4
AC,2025nyro,qm,12,b1,2614,12.6,tc3
AC,2025nyro,qm,12,b1,2614,9.9,tc3
AC,2025nyro,qm,12,b1,2614,12,tc4
AC,2025nyro,qm,12,b1,2614,19.4,tc4
cc,2025nyro,qm,12,b3,3044,0.5,tc4
cc,2025nyro,qm,12,b3,3044,54,tc3
cc,2025nyro,qm,12,b3,3044,14.3,tc3
cc,2025nyro,qm,12,b3,3044,24.9,tc4
cc,2025nyro,qm,12,b3,3044,18.1,tc4
df,2025nyro,qm,12,r1,9643,33.7,tc1
df,2025nyro,qm,12,r1,9643,40.3,tc1
df,2025nyro,qm,12,r1,9643,0.6,tc1
ZS,2025nyro,qm,12,r3,3951,26.8,tap
ZS,2025nyro,qm,12,r3,3951,8.4,tap
np,2025nyro,qm,13,r3,1585,64,tc1
ER,2025nyro,qm,13,b1,424,0.1,tc1
ER,2025nyro,qm,13,b1,424,8.6,tc4
ER,2025nyro,qm,13,b1,424,15.5,tc3
ER,2025nyro,qm,13,b1,424,10.6,tc4
ER,2025nyro,qm,13,b1,424,15.7,tc1
ER,2025nyro,qm,13,b1,424,16.5,tc3
ER,2025nyro,qm,13,b1,424,7.8,tc4
RV,2025nyro,qm,13,b2,20,28,tc4
RV,2025nyro,qm,13,b2,20,17,tc4
RV,2025nyro,qm,13,b2,20,11.6,tc4
RV,2025nyro,qm,13,b2,20,30.5,tc4
RV,2025nyro,qm,13,b2,20,21,tc4
bo,2025nyro,qm,13,r2,3015,4.6,tc4
bo,2025nyro,qm,13,r2,3015,7.2,tc4
bo,2025nyro,qm,13,r2,3015,5.2,tc4
bo,2025nyro,qm,13,r2,3015,13.4,tc4
bo,2025nyro,qm,13,r2,3015,12.6,tc4
bo,2025nyro,qm,13,r2,3015,21,tc4
bo,2025nyro,qm,13,r2,3015,0.5,tc4
bo,2025nyro,qm,13,r2,3015,24.5,tc4
bo,2025nyro,qm,13,r2,3015,6.6,tc4
bo,2025nyro,qm,13,r2,3015,10.5,tc3
bo,2025nyro,qm,13,r2,3015,8.7,tc3
df,2025nyro,qm,13,r1,2340,49.6,tc2
df,2025nyro,qm,13,r1,2340,33.1,tc2
cc,2025nyro,qm,13,b3,2010,11.9,tan
cc,2025nyro,qm,13,b3,2010,30.9,tan
cc,2025nyro,qm,13,b3,2010,32.6,tan
bo,2025nyro,qm,14,r2,639,11.9,tc4
bo,2025nyro,qm,14,r2,639,25.8,tap
bo,2025nyro,qm,14,r2,639,23.8,tc1
bo,2025nyro,qm,14,r2,639,33.4,tc1
bo,2025nyro,qm,14,r2,639,26.8,tc1
ER,2025nyro,qm,14,b1,695,0.1,tc4
ER,2025nyro,qm,14,b1,695,6.5,tc4
ER,2025nyro,qm,14,b1,695,7,tc4
ER,2025nyro,qm,14,b1,695,7.5,tc4
ER,2025nyro,qm,14,b1,695,8.9,tc4
ER,2025nyro,qm,14,b1,695,13.5,tc4
ER,2025nyro,qm,14,b1,695,9.9,tc4
ER,2025nyro,qm,14,b1,695,11.6,tc4
ER,2025nyro,qm,14,b1,695,8,tc4
ER,2025nyro,qm,14,b1,695,11.1,tc4
ER,2025nyro,qm,14,b1,695,14.2,tc3
ER,2025nyro,qm,14,b1,695,8.1,tc3
ER,2025nyro,qm,14,b1,695,16.7,tc3
np,2025nyro,qm,14,r3,1787,35.9,tc3
np,2025nyro,qm,14,r3,1787,0.4,tc3
np,2025nyro,qm,14,r3,1787,0.3,tc3
np,2025nyro,qm,14,r3,1787,1.9,tc3
np,2025nyro,qm,14,r3,1787,0.9,tc2
np,2025nyro,qm,14,r3,1787,0.5,tc2
np,2025nyro,qm,14,r3,1787,11.9,tc3
np,2025nyro,qm,14,r3,1787,5.7,tc2
np,2025nyro,qm,14,r3,1787,5.6,tc2
df,2025nyro,qm,14,r1,2228,10.8,tc4
df,2025nyro,qm,14,r1,2228,18.2,tan
df,2025nyro,qm,14,r1,2228,12.2,tc3
df,2025nyro,qm,14,r1,2228,9.2,tan
df,2025nyro,qm,14,r1,2228,15,tan
df,2025nyro,qm,14,r1,2228,23.7,tc3
df,2025nyro,qm,14,r1,2228,8.9,tan
df,2025nyro,qm,14,r1,2228,17.9,tc3
df,2025nyro,qm,14,r1,2228,8.1,tan
RV,2025nyro,qm,14,b2,229,,{}
eg,2025nyro,qm,14,b3,8140,19.1,tc1
eg,2025nyro,qm,14,b3,8140,18.7,tc1
eg,2025nyro,qm,14,b3,8140,60.7,tc1
RV,2025nyro,qm,15,b2,8393,6.2,tc2
bo,2025nyro,qm,15,r2,9622,,{}
ZS,2025nyro,qm,15,r3,6911,10.4,tc4
ZS,2025nyro,qm,15,r3,6911,28.6,tc4
ZS,2025nyro,qm,15,r3,6911,13.7,tc4
ZS,2025nyro,qm,15,r3,6911,43.5,tc4
ER,2025nyro,qm,15,b1,10223,17.9,tc1
ER,2025nyro,qm,15,b1,10223,24.1,tc1
eg,2025nyro,qm,15,b3,191,6.6,tc4
eg,2025nyro,qm,15,b3,191,11,tc4
eg,2025nyro,qm,15,b3,191,41,tc2
eg,2025nyro,qm,15,b3,191,9.2,tc3
eg,2025nyro,qm,15,b3,191,6.5,tc3
eg,2025nyro,qm,15,b3,191,7.1,tc3
eg,2025nyro,qm,15,b3,191,11.2,tc3
eg,2025nyro,qm,15,b3,191,17.9,tc1
df,2025nyro,qm,15,r1,1308,17.2,tap
df,2025nyro,qm,15,r1,1308,38.5,tap
df,2025nyro,qm,15,r1,1308,14.7,tap
df,2025nyro,qm,15,r1,1308,11.2,tap
bo,2025nyro,qm,16,r2,4611,18,tap
bo,2025nyro,qm,16,r2,4611,7.6,tc4
bo,2025nyro,qm,16,r2,4611,8.5,tc4
