Scouter Name,Event,Match Level,Match #,Robot,Team #,Auto Coral Level 4,Auto Coral Level 3,Auto Coral Level 2,Auto Coral Level 1,Auto Algae Processor,Auto Algae Net,Leave,Cycle Timer,Cycle Type,Teleop Coral Level 4,Teleop Coral Level 3,Teleop Coral Level 2,Teleop Coral Level 1,Teleop Algae Processor,Teleop Algae Net,Teleop Algae Removed From Reef,Pickup From Floor,Pickup From Coral Station,Endgame State,Played Defense,Was Defended,Died,Tippy,Yellow Card,Red Card,Egregiously Bad Event,Comment
cc,2025nyro,qm,13,b3,2010,0,0,0,1,0,0,1,"11.9,30.9,32.6","tan,tan,tan",0,0,0,0,0,3,5,0,1,3,0,0,0,0,0,0,0
bo,2025nyro,qm,14,r2,639,0,0,0,0,0,0,1,"11.9,25.8,23.8,33.4,26.8","tc4,tap,tc1,tc1,tc1",1,0,0,3,1,0,2,0,0,3,0,0,0,1,0,0,0
ER,2025nyro,qm,14,b1,695,2,0,0,0,0,0,1,"0.1,6.5,7,7.5,8.9,13.5,9.9,11.6,8,11.1,14.2,8.1,16.7","tc4,tc4,tc4,tc4,tc4,tc4,tc4,tc4,tc4,tc4,tc3,tc3,tc3",10,3,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0
np,2025nyro,qm,14,r3,1787,1,0,0,0,0,0,1,"35.9,0.4,0.3,1.9,0.9,0.5,11.9,5.7,5.6","tc3,tc3,tc3,tc3,tc2,tc2,tc3,tc2,tc2",0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,the cycle time is inccroct
df,2025nyro,qm,14,r1,2228,2,0,0,0,0,0,0,"10.8,18.2,12.2,9.2,15,23.7,8.9,17.9,8.1","tc4,tan,tc3,tan,tan,tc3,tan,tc3,tan",1,3,0,0,0,5,5,0,0,3,0,0,0,0,0,0,0
RV,2025nyro,qm,14,b2,229,0,0,0,0,0,0,0,,{},0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,major penalty contact in protected zone no coral points and seemed to immobilize
eg,2025nyro,qm,14,b3,8140,0,0,0,0,0,0,1,"19.1,18.7,60.7","tc1,tc1,tc1",0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0
RV,2025nyro,qm,15,b2,8393,0,0,0,0,0,0,1,6.2,tc2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,robot not functioning properly
bo,2025nyro,qm,15,r2,9622,0,0,0,0,0,0,1,,{},0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"played meh defence, got stuck in blue cages an had a major foul "
ZS,2025nyro,qm,15,r3,6911,0,0,0,0,0,0,1,"10.4,28.6,13.7,43.5","tc4,tc4,tc4,tc4",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ER,2025nyro,qm,15,b1,10223,1,0,0,0,0,0,1,"17.9,24.1","tc1,tc1",0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,missed l1
eg,2025nyro,qm,15,b3,191,3,0,0,0,0,0,1,"6.6,11,41,9.2,6.5,7.1,11.2,17.9","tc4,tc4,tc2,tc3,tc3,tc3,tc3,tc1",2,4,1,1,0,0,3,0,1,1,0,0,0,0,0,0,0
df,2025nyro,qm,15,r1,1308,0,0,0,0,0,0,1,"17.2,38.5,14.7,11.2","tap,tap,tap,tap",0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0
